ID,duration,wav,spk_id,wrd
MC02-Session1-array-0170,5.1,/scratch/bchristensen/MC02/Session1/wav_arrayMic/0170.wav,MC02,YOU'D BE BETTER OFF TAKING A COLD SHOWER
MC04-Session2-array-0839,2.25,/scratch/bchristensen/MC04/Session2/wav_arrayMic/0839.wav,MC04,HE'LL SELL THEM BY THE BOX
FC02-Session3-array-0938,2.55,/scratch/bchristensen/FC02/Session3/wav_arrayMic/0938.wav,FC02,INTACT
FC02-Session3-array-0027,2.85,/scratch/bchristensen/FC02/Session3/wav_arrayMic/0027.wav,FC02,TAKE
MC04-Session1-head-0578,3.175,/scratch/bchristensen/MC04/Session1/wav_headMic/0578.wav,MC04,I SCREAM TO WARM UP MY VOICE
F03-Session1-head-0198,1.4351875,/scratch/bchristensen/F03/Session1/wav_headMic/0198.wav,F03,URGENT
FC02-Session3-array-0940,2.55,/scratch/bchristensen/FC02/Session3/wav_arrayMic/0940.wav,FC02,PAIN
MC01-Session2-array-0219,3.6,/scratch/bchristensen/MC01/Session2/wav_arrayMic/0219.wav,MC01,I CALLED TWO DIFFERENT PAINTERS
FC02-Session3-head-0051,4.08,/scratch/bchristensen/FC02/Session3/wav_headMic/0051.wav,FC02,THE JOB PROVIDES MANY BENEFITS
FC03-Session2-head-0224,4.43,/scratch/bchristensen/FC03/Session2/wav_headMic/0224.wav,FC03,TRESPASSERS CAN BE PROSECUTED AND FINED
FC03-Session1-head-0051,2.02,/scratch/bchristensen/FC03/Session1/wav_headMic/0051.wav,FC03,BEAT
MC02-Session2-array-0297,3.3,/scratch/bchristensen/MC02/Session2/wav_arrayMic/0297.wav,MC02,SEVEN
MC03-Session1-array-0600,2.85,/scratch/bchristensen/MC03/Session1/wav_arrayMic/0600.wav,MC03,REAP
F03-Session2-head-0128,1.475,/scratch/bchristensen/F03/Session2/wav_headMic/0128.wav,F03,SIX
F03-Session3-array-0113,2.25,/scratch/bchristensen/F03/Session3/wav_arrayMic/0113.wav,F03,GOAT
MC03-Session2-array-0206,1.35,/scratch/bchristensen/MC03/Session2/wav_arrayMic/0206.wav,MC03,REAP
M01-Session2_3-head-0245,3.6428125,/scratch/bchristensen/M01/Session2_3/wav_headMic/0245.wav,M01,THOUGHT
M02-Session1-array-0124,1.5,/scratch/bchristensen/M02/Session1/wav_arrayMic/0124.wav,M02,ERROR
F01-Session1-head-0108,2.0803125,/scratch/bchristensen/F01/Session1/wav_headMic/0108.wav,F01,JACKET
FC03-Session2-head-0252,3.095,/scratch/bchristensen/FC03/Session2/wav_headMic/0252.wav,FC03,HE ASKED YOU FOR A LOAN
M04-Session2-array-0015,1.75,/scratch/bchristensen/M04/Session2/wav_arrayMic/0015.wav,M04,UP
M04-Session2-head-0226,13.54,/scratch/bchristensen/M04/Session2/wav_headMic/0226.wav,M04,YOU'D BE BETTER OFF TAKING A COLD SHOWER
FC01-Session1-array-0163,2.85,/scratch/bchristensen/FC01/Session1/wav_arrayMic/0163.wav,FC01,JUNGLE
FC02-Session3-head-0248,2.385,/scratch/bchristensen/FC02/Session3/wav_headMic/0248.wav,FC02,DEAD
MC04-Session1-array-0039,1.8,/scratch/bchristensen/MC04/Session1/wav_arrayMic/0039.wav,MC04,TRACE
MC01-Session2-array-0332,1.95,/scratch/bchristensen/MC01/Session2/wav_arrayMic/0332.wav,MC01,SENDER
FC01-Session1-head-0056,3.27,/scratch/bchristensen/FC01/Session1/wav_headMic/0056.wav,FC01,RAGE
M04-Session2-head-0039,6.875,/scratch/bchristensen/M04/Session2/wav_headMic/0039.wav,M04,I CAN
FC02-Session3-head-0666,2.365,/scratch/bchristensen/FC02/Session3/wav_headMic/0666.wav,FC02,HAND
MC02-Session1-head-0077,2.785,/scratch/bchristensen/MC02/Session1/wav_headMic/0077.wav,MC02,WARM
M05-Session2-head-0168,3.5100625,/scratch/bchristensen/M05/Session2/wav_headMic/0168.wav,M05,MUSH
M03-Session2-array-0419,2.7,/scratch/bchristensen/M03/Session2/wav_arrayMic/0419.wav,M03,TIN
FC03-Session1-head-0066,2.195,/scratch/bchristensen/FC03/Session1/wav_headMic/0066.wav,FC03,KNOW
MC04-Session1-array-0528,1.35,/scratch/bchristensen/MC04/Session1/wav_arrayMic/0528.wav,MC04,CAKE
FC03-Session1-head-0099,1.975,/scratch/bchristensen/FC03/Session1/wav_headMic/0099.wav,FC03,GROW
MC03-Session1-head-0013,4.045,/scratch/bchristensen/MC03/Session1/wav_headMic/0013.wav,MC03,WELL HE IS NEARLY NINETYTHREE YEARS OLD
MC03-Session2-array-0022,1.2,/scratch/bchristensen/MC03/Session2/wav_arrayMic/0022.wav,MC03,DREAD
FC03-Session2-head-0325,1.525,/scratch/bchristensen/FC03/Session2/wav_headMic/0325.wav,FC03,SEAT
MC01-Session1-array-0044,3,/scratch/bchristensen/MC01/Session1/wav_arrayMic/0044.wav,MC01,STORM
MC01-Session3-array-0206,2.55,/scratch/bchristensen/MC01/Session3/wav_arrayMic/0206.wav,MC01,ADD
M02-Session2-array-0120,2.7,/scratch/bchristensen/M02/Session2/wav_arrayMic/0120.wav,M02,PAPA
MC01-Session2-array-0075,3.75,/scratch/bchristensen/MC01/Session2/wav_arrayMic/0075.wav,MC01,SOME HOTELS ARE AVAILABLE NEARBY
MC02-Session1-head-0302,4.33,/scratch/bchristensen/MC02/Session1/wav_headMic/0302.wav,MC02,THE MISGUIDED SOULS HAVE LOST THEIR WAY
FC03-Session1-head-0361,2.445,/scratch/bchristensen/FC03/Session1/wav_headMic/0361.wav,FC03,QUEBEC
M03-Session2-head-0066,2.11,/scratch/bchristensen/M03/Session2/wav_headMic/0066.wav,M03,BEAT
FC02-Session3-head-0857,1.745,/scratch/bchristensen/FC02/Session3/wav_headMic/0857.wav,FC02,CRAWL
M04-Session1-array-0032,3,/scratch/bchristensen/M04/Session1/wav_arrayMic/0032.wav,M04,STUBBLE
MC03-Session1-head-0309,3.335,/scratch/bchristensen/MC03/Session1/wav_headMic/0309.wav,MC03,A ROLL OF WIRE LAY NEAR THE WALL
F03-Session2-head-0017,5.345,/scratch/bchristensen/F03/Session2/wav_headMic/0017.wav,F03,WILL ROBIN WEAR A YELLOW LILY
FC02-Session3-array-0340,3.75,/scratch/bchristensen/FC02/Session3/wav_arrayMic/0340.wav,FC02,I'VE KEPT IT WITH ME EVER SINCE
M01-Session2_3-array-0248,1.95,/scratch/bchristensen/M01/Session2_3/wav_arrayMic/0248.wav,M01,SPIT
FC02-Session3-array-0831,1.65,/scratch/bchristensen/FC02/Session3/wav_arrayMic/0831.wav,FC02,PEACH
M03-Session2-head-0053,2.0300625,/scratch/bchristensen/M03/Session2/wav_headMic/0053.wav,M03,TRAIT
M05-Session2-head-0123,2.555,/scratch/bchristensen/M05/Session2/wav_headMic/0123.wav,M05,PLAY
F01-Session1-head-0075,1.3540625,/scratch/bchristensen/F01/Session1/wav_headMic/0075.wav,F01,WARM
FC01-Session1-head-0090,6.915,/scratch/bchristensen/FC01/Session1/wav_headMic/0090.wav,FC01,TWICE EACH DAY HE PLAYS SKILLFULLY AND WITH ZEST UPON OUR SMALL ORGAN
F03-Session1-array-0064,1.65,/scratch/bchristensen/F03/Session1/wav_arrayMic/0064.wav,F03,ONE
M05-Session1-head-0061,7.205,/scratch/bchristensen/M05/Session1/wav_headMic/0061.wav,M05,USUALLY MINUS SEVERAL BUTTONS
FC03-Session1-head-0194,1.68,/scratch/bchristensen/FC03/Session1/wav_headMic/0194.wav,FC03,KNOW
MC01-Session2-head-0184,2.20275,/scratch/bchristensen/MC01/Session2/wav_headMic/0184.wav,MC01,TUG
F01-Session1-head-0104,4.4063125,/scratch/bchristensen/F01/Session1/wav_headMic/0104.wav,F01,YET HE STILL THINKS AS SWIFTLY AS EVER
FC03-Session2-array-0050,1.65,/scratch/bchristensen/FC03/Session2/wav_arrayMic/0050.wav,FC03,FLICKER
M01-Session2_3-head-0030,1.961625,/scratch/bchristensen/M01/Session2_3/wav_headMic/0030.wav,M01,SLIP
MC03-Session1-head-0585,1.825,/scratch/bchristensen/MC03/Session1/wav_headMic/0585.wav,MC03,SHOT
FC03-Session2-head-0110,2.24,/scratch/bchristensen/FC03/Session2/wav_headMic/0110.wav,FC03,ZULU
FC02-Session3-array-0593,3.45,/scratch/bchristensen/FC02/Session3/wav_arrayMic/0593.wav,FC02,HE HAS PLAYED VERY WELL
FC03-Session3-array-0080,1.65,/scratch/bchristensen/FC03/Session3/wav_arrayMic/0080.wav,FC03,TILE
M01-Session2_3-head-0181,13.5153125,/scratch/bchristensen/M01/Session2_3/wav_headMic/0181.wav,M01,HE FURTHER PROPOSED GRANTS OF AN UNSPECIFIED SUM FOR EXPERIMENTAL HOSPITALS
MC04-Session2-array-0777,1.05,/scratch/bchristensen/MC04/Session2/wav_arrayMic/0777.wav,MC04,PIT
M01-Session1-array-0012,10.65,/scratch/bchristensen/M01/Session1/wav_arrayMic/0012.wav,M01,A LONG FLOWING BEARD CLINGS TO HIS CHIN
FC03-Session2-array-0204,1.35,/scratch/bchristensen/FC03/Session2/wav_arrayMic/0204.wav,FC03,PORT
F03-Session1-array-0143,0.9,/scratch/bchristensen/F03/Session1/wav_arrayMic/0143.wav,F03,ATE
F03-Session3-array-0186,2.55,/scratch/bchristensen/F03/Session3/wav_arrayMic/0186.wav,F03,GOOSE
FC03-Session1-array-0149,4.95,/scratch/bchristensen/FC03/Session1/wav_arrayMic/0149.wav,FC03,WHY YELL OR WORRY OVER SILLY ITEMS
MC02-Session1-head-0315,7.77,/scratch/bchristensen/MC02/Session1/wav_headMic/0315.wav,MC02,IT ALSO PROVIDES FOR FUNDS TO CLEAR SLUMS AND HELP COLLEGES BUILD DORMITORIES
FC03-Session3-array-0060,1.65,/scratch/bchristensen/FC03/Session3/wav_arrayMic/0060.wav,FC03,DUG
M02-Session1-array-0221,1.2,/scratch/bchristensen/M02/Session1/wav_arrayMic/0221.wav,M02,BACK
MC02-Session2-head-0053,3.305,/scratch/bchristensen/MC02/Session2/wav_headMic/0053.wav,MC02,GLITTER
F04-Session1-array-0038,5.85,/scratch/bchristensen/F04/Session1/wav_arrayMic/0038.wav,F04,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
F03-Session2-array-0103,1.5,/scratch/bchristensen/F03/Session2/wav_arrayMic/0103.wav,F03,CITY
MC01-Session1-array-0254,3.15,/scratch/bchristensen/MC01/Session1/wav_arrayMic/0254.wav,MC01,TAKE
FC03-Session1-array-0188,3,/scratch/bchristensen/FC03/Session1/wav_arrayMic/0188.wav,FC03,KNEW
M05-Session2-head-0319,2.615,/scratch/bchristensen/M05/Session2/wav_headMic/0319.wav,M05,SIP
M02-Session2-array-0205,3,/scratch/bchristensen/M02/Session2/wav_arrayMic/0205.wav,M02,HEART
MC01-Session2-array-0261,3.45,/scratch/bchristensen/MC01/Session2/wav_arrayMic/0261.wav,MC01,SUDDENLY MY REFLEXES ARE GONE
MC03-Session1-array-0133,1.35,/scratch/bchristensen/MC03/Session1/wav_arrayMic/0133.wav,MC03,HEAR
MC04-Session1-head-0037,1.825,/scratch/bchristensen/MC04/Session1/wav_headMic/0037.wav,MC04,BAT
F01-Session1-array-0049,1.05,/scratch/bchristensen/F01/Session1/wav_arrayMic/0049.wav,F01,TWO
MC01-Session2-head-0064,1.166125,/scratch/bchristensen/MC01/Session2/wav_headMic/0064.wav,MC01,QUICKER
MC01-Session2-array-0173,4.8,/scratch/bchristensen/MC01/Session2/wav_arrayMic/0173.wav,MC01,STIMULATING DISCUSSIONS KEEP STUDENTS' ATTENTION
F01-Session1-array-0040,0.9,/scratch/bchristensen/F01/Session1/wav_arrayMic/0040.wav,F01,RAVE
MC01-Session2-array-0335,1.95,/scratch/bchristensen/MC01/Session2/wav_arrayMic/0335.wav,MC01,FIVE
FC03-Session3-head-0191,1.542,/scratch/bchristensen/FC03/Session3/wav_headMic/0191.wav,FC03,SHIP
M02-Session2-head-0099,2.9,/scratch/bchristensen/M02/Session2/wav_headMic/0099.wav,M02,FAT
M03-Session2-array-0166,4.2,/scratch/bchristensen/M03/Session2/wav_arrayMic/0166.wav,M03,THE ISLANDS ARE SPARSELY POPULATED
FC02-Session3-array-0547,2.4,/scratch/bchristensen/FC02/Session3/wav_arrayMic/0547.wav,FC02,RIP
MC02-Session2-array-0104,2.85,/scratch/bchristensen/MC02/Session2/wav_arrayMic/0104.wav,MC02,KNOT
MC03-Session1-head-0243,1.575,/scratch/bchristensen/MC03/Session1/wav_headMic/0243.wav,MC03,TOOT
MC03-Session1-array-0588,2.25,/scratch/bchristensen/MC03/Session1/wav_arrayMic/0588.wav,MC03,LEAK
FC02-Session3-head-0530,5.07,/scratch/bchristensen/FC02/Session3/wav_headMic/0530.wav,FC02,THE LACK OF HEAT COMPOUNDED THE TENANT'S GRIEVANCES
MC01-Session2-head-0295,3.8728125,/scratch/bchristensen/MC01/Session2/wav_headMic/0295.wav,MC01,HELP CELEBRATE YOUR BROTHER'S SUCCESS
MC03-Session1-array-0517,1.5,/scratch/bchristensen/MC03/Session1/wav_arrayMic/0517.wav,MC03,OLD
M01-Session1-array-0021,4.2,/scratch/bchristensen/M01/Session1/wav_arrayMic/0021.wav,M01,BAT
FC03-Session1-head-0033,2.135,/scratch/bchristensen/FC03/Session1/wav_headMic/0033.wav,FC03,GADGET
F04-Session1-array-0080,1.35,/scratch/bchristensen/F04/Session1/wav_arrayMic/0080.wav,F04,TROUBLE
F04-Session2-array-0064,3.45,/scratch/bchristensen/F04/Session2/wav_arrayMic/0064.wav,F04,SIGH
MC04-Session2-array-1011,1.2,/scratch/bchristensen/MC04/Session2/wav_arrayMic/1011.wav,MC04,ALL
FC03-Session2-array-0300,1.95,/scratch/bchristensen/FC03/Session2/wav_arrayMic/0300.wav,FC03,ROW
F04-Session2-array-0029,3.45,/scratch/bchristensen/F04/Session2/wav_arrayMic/0029.wav,F04,GNAW
MC01-Session1-head-0143,3.035,/scratch/bchristensen/MC01/Session1/wav_headMic/0143.wav,MC01,URGENT
F04-Session2-head-0163,4.595,/scratch/bchristensen/F04/Session2/wav_headMic/0163.wav,F04,EIGHT
FC02-Session3-head-0644,4.745,/scratch/bchristensen/FC02/Session3/wav_headMic/0644.wav,FC02,THE EASTERN COAST IS A PLACE FOR PURE PLEASURE AND EXCITEMENT
MC01-Session3-array-0121,2.55,/scratch/bchristensen/MC01/Session3/wav_arrayMic/0121.wav,MC01,FEET
FC02-Session3-array-0881,3.9,/scratch/bchristensen/FC02/Session3/wav_arrayMic/0881.wav,FC02,CAN YOU PAINT A ROOM OR A PORTRAIT
FC02-Session2-array-0194,3.3,/scratch/bchristensen/FC02/Session2/wav_arrayMic/0194.wav,FC02,SWAY
MC04-Session2-array-0801,0.9,/scratch/bchristensen/MC04/Session2/wav_arrayMic/0801.wav,MC04,HAT
FC02-Session3-head-0822,3.525,/scratch/bchristensen/FC02/Session3/wav_headMic/0822.wav,FC02,IT'S ILLEGAL TO POSTDATE A CHECK
FC01-Session1-head-0129,3.34,/scratch/bchristensen/FC01/Session1/wav_headMic/0129.wav,FC01,STEER
MC03-Session1-array-0529,1.05,/scratch/bchristensen/MC03/Session1/wav_arrayMic/0529.wav,MC03,YES
F03-Session2-array-0029,7.95,/scratch/bchristensen/F03/Session2/wav_arrayMic/0029.wav,F03,EVERYTHING WENT REAL SMOOTH THE SHERIFF SAID
MC04-Session1-array-0129,2.55,/scratch/bchristensen/MC04/Session1/wav_arrayMic/0129.wav,MC04,I FEEL I CAN PLAY THIS WEEKEND
M01-Session2_3-array-0198,1.8,/scratch/bchristensen/M01/Session2_3/wav_arrayMic/0198.wav,M01,HEM
F04-Session2-head-0186,2.765,/scratch/bchristensen/F04/Session2/wav_headMic/0186.wav,F04,FILL
F03-Session3-head-0195,1.58,/scratch/bchristensen/F03/Session3/wav_headMic/0195.wav,F03,FOE
MC01-Session2-array-0063,2.4,/scratch/bchristensen/MC01/Session2/wav_arrayMic/0063.wav,MC01,SINK
MC04-Session1-array-0569,1.35,/scratch/bchristensen/MC04/Session1/wav_arrayMic/0569.wav,MC04,MUCH
MC01-Session3-array-0378,2.25,/scratch/bchristensen/MC01/Session3/wav_arrayMic/0378.wav,MC01,BALL
FC03-Session2-head-0168,5.695,/scratch/bchristensen/FC03/Session2/wav_headMic/0168.wav,FC03,HE PLAYED BASKETBALL THERE WHILE WORKING TOWARD A LAW DEGREE
MC01-Session3-array-0325,2.4,/scratch/bchristensen/MC01/Session3/wav_arrayMic/0325.wav,MC01,WART
MC01-Session1-array-0107,6.45,/scratch/bchristensen/MC01/Session1/wav_arrayMic/0107.wav,MC01,HE DRESSES HIMSELF IN AN ANCIENT BLACK FROCK COAT
M01-Session2_3-head-0184,1.762875,/scratch/bchristensen/M01/Session2_3/wav_headMic/0184.wav,M01,LAIR
F04-Session2-head-0098,2.35,/scratch/bchristensen/F04/Session2/wav_headMic/0098.wav,F04,MITTEN
F03-Session3-head-0203,1.99,/scratch/bchristensen/F03/Session3/wav_headMic/0203.wav,F03,SHEET
M05-Session1-head-0024,3.0750625,/scratch/bchristensen/M05/Session1/wav_headMic/0024.wav,M05,DAGGER
FC02-Session3-array-0643,2.4,/scratch/bchristensen/FC02/Session3/wav_arrayMic/0643.wav,FC02,END
F03-Session3-array-0018,2.7,/scratch/bchristensen/F03/Session3/wav_arrayMic/0018.wav,F03,ONE
FC03-Session2-head-0299,1.77,/scratch/bchristensen/FC03/Session2/wav_headMic/0299.wav,FC03,SIX
F04-Session2-head-0057,5.565,/scratch/bchristensen/F04/Session2/wav_headMic/0057.wav,F04,THEY CARRIED ME OFF ON THE STRETCHER
MC01-Session1-array-0304,3.15,/scratch/bchristensen/MC01/Session1/wav_arrayMic/0304.wav,MC01,WRITTEN
FC02-Session3-array-0090,4.2,/scratch/bchristensen/FC02/Session3/wav_arrayMic/0090.wav,FC02,THE LITTLE SCHOOLHOUSE STOOD EMPTY
F03-Session2-head-0058,4.765,/scratch/bchristensen/F03/Session2/wav_headMic/0058.wav,F03,IF YOU ARE LOSING WATER REPLACE IT IMMEDIATELY
MC02-Session1-head-0117,2.385,/scratch/bchristensen/MC02/Session1/wav_headMic/0117.wav,MC02,AIR
MC03-Session2-head-0081,1.495375,/scratch/bchristensen/MC03/Session2/wav_headMic/0081.wav,MC03,THREE
M01-Session2_3-array-0242,6.45,/scratch/bchristensen/M01/Session2_3/wav_arrayMic/0242.wav,M01,I HAVE HAD MY BELL RUNG
M02-Session2-array-0226,2.55,/scratch/bchristensen/M02/Session2/wav_arrayMic/0226.wav,M02,GOLF
FC02-Session3-head-0611,1.64,/scratch/bchristensen/FC02/Session3/wav_headMic/0611.wav,FC02,PIT
F03-Session3-head-0204,1.51,/scratch/bchristensen/F03/Session3/wav_headMic/0204.wav,F03,LAKE
FC02-Session2-array-0243,2.7,/scratch/bchristensen/FC02/Session2/wav_arrayMic/0243.wav,FC02,SLEEP
MC01-Session3-head-0283,4.055,/scratch/bchristensen/MC01/Session3/wav_headMic/0283.wav,MC01,BOTH CARS WERE SLIGHTLY DAMAGED
F04-Session2-array-0149,5.7,/scratch/bchristensen/F04/Session2/wav_arrayMic/0149.wav,F04,STUDENTS WATCHED AS HE GOT OUT
FC01-Session1-head-0138,3.03,/scratch/bchristensen/FC01/Session1/wav_headMic/0138.wav,FC01,HEAR
FC02-Session2-array-0225,3,/scratch/bchristensen/FC02/Session2/wav_arrayMic/0225.wav,FC02,HERE
FC02-Session3-head-0670,2.025,/scratch/bchristensen/FC02/Session3/wav_headMic/0670.wav,FC02,TERM
MC02-Session2-array-0110,5.7,/scratch/bchristensen/MC02/Session2/wav_arrayMic/0110.wav,MC02,THE OWNERS REGULARLY LOOK FOR PLUMBING LEAKS
M02-Session1-head-0144,2.4130625,/scratch/bchristensen/M02/Session1/wav_headMic/0144.wav,M02,DROP
F03-Session2-head-0118,7.665,/scratch/bchristensen/F03/Session2/wav_headMic/0118.wav,F03,NOTHING HAS BEEN DONE YET TO TAKE ADVANTAGE OF THE ENABLING LEGISLATION
MC03-Session1-head-0484,1.645,/scratch/bchristensen/MC03/Session1/wav_headMic/0484.wav,MC03,NICE
F03-Session2-array-0081,1.95,/scratch/bchristensen/F03/Session2/wav_arrayMic/0081.wav,F03,HIM
F04-Session2-array-0067,8.4,/scratch/bchristensen/F04/Session2/wav_arrayMic/0067.wav,F04,FOUR
F03-Session2-head-0049,1.795,/scratch/bchristensen/F03/Session2/wav_headMic/0049.wav,F03,SLAY
FC02-Session3-head-0135,2.395,/scratch/bchristensen/FC02/Session3/wav_headMic/0135.wav,FC02,SEEDS
MC02-Session2-array-0117,5.25,/scratch/bchristensen/MC02/Session2/wav_arrayMic/0117.wav,MC02,MOST YOUNG RISE EARLY EVERY MORNING
M01-Session2_3-head-0029,4.95075,/scratch/bchristensen/M01/Session2_3/wav_headMic/0029.wav,M01,I WAS CONSCIOUS ALL THE TIME
MC04-Session1-array-0112,1.95,/scratch/bchristensen/MC04/Session1/wav_arrayMic/0112.wav,MC04,RACE
F03-Session2-array-0094,1.5,/scratch/bchristensen/F03/Session2/wav_arrayMic/0094.wav,F03,HUM
F04-Session2-head-0021,2.16,/scratch/bchristensen/F04/Session2/wav_headMic/0021.wav,F04,BOOT
FC03-Session2-head-0007,1.835,/scratch/bchristensen/FC03/Session2/wav_headMic/0007.wav,FC03,TIN
FC02-Session3-array-0105,2.55,/scratch/bchristensen/FC02/Session3/wav_arrayMic/0105.wav,FC02,DARN
FC03-Session2-head-0319,2.19,/scratch/bchristensen/FC03/Session2/wav_headMic/0319.wav,FC03,ONE
FC02-Session3-array-0082,2.55,/scratch/bchristensen/FC02/Session3/wav_arrayMic/0082.wav,FC02,DART
FC01-Session1-head-0062,2.73,/scratch/bchristensen/FC01/Session1/wav_headMic/0062.wav,FC01,RAIN
FC01-Session1-head-0026,6.195,/scratch/bchristensen/FC01/Session1/wav_headMic/0026.wav,FC01,THE QUICK BROWN FOX JUMPS OVER THE LAZY DOG
MC02-Session1-head-0246,2.53,/scratch/bchristensen/MC02/Session1/wav_headMic/0246.wav,MC02,NO
M03-Session2-array-0082,3.3,/scratch/bchristensen/M03/Session2/wav_arrayMic/0082.wav,M03,FEET
M01-Session2_3-head-0125,6.0289375,/scratch/bchristensen/M01/Session2_3/wav_headMic/0125.wav,M01,MY SISTER MADE THE FLOWERED CURTAINS
MC02-Session1-head-0037,2.175,/scratch/bchristensen/MC02/Session1/wav_headMic/0037.wav,MC02,MEAT
MC03-Session1-head-0264,2.21,/scratch/bchristensen/MC03/Session1/wav_headMic/0264.wav,MC03,LEAK
M05-Session2-head-0082,7.225,/scratch/bchristensen/M05/Session2/wav_headMic/0082.wav,M05,THEIR HOUSE IS GREY AND WHITE
MC03-Session1-head-0499,3.61,/scratch/bchristensen/MC03/Session1/wav_headMic/0499.wav,MC03,HELP GREG TO PICK A PECK OF POTATOES
FC02-Session3-array-0520,2.1,/scratch/bchristensen/FC02/Session3/wav_arrayMic/0520.wav,FC02,PET
M02-Session1-head-0015,2.17225,/scratch/bchristensen/M02/Session1/wav_headMic/0015.wav,M02,RAIN
MC01-Session2-array-0221,2.25,/scratch/bchristensen/MC01/Session2/wav_arrayMic/0221.wav,MC01,MEAT
F04-Session2-array-0242,2.4,/scratch/bchristensen/F04/Session2/wav_arrayMic/0242.wav,F04,WITCH
FC03-Session1-array-0129,2.4,/scratch/bchristensen/FC03/Session1/wav_arrayMic/0129.wav,FC03,FLOOR
M01-Session1-head-0018,9.0850625,/scratch/bchristensen/M01/Session1/wav_headMic/0018.wav,M01,WELL HE IS NEARLY NINETYTHREE YEARS OLD
M01-Session2_3-array-0061,6.6,/scratch/bchristensen/M01/Session2_3/wav_arrayMic/0061.wav,M01,I FEEL I CAN PLAY THIS WEEKEND
MC04-Session2-array-0684,3.45,/scratch/bchristensen/MC04/Session2/wav_arrayMic/0684.wav,MC04,IT WAS VERY POPULAR WITH OUR FANS
MC04-Session1-head-0532,1.4,/scratch/bchristensen/MC04/Session1/wav_headMic/0532.wav,MC04,RAY
MC01-Session3-array-0115,2.55,/scratch/bchristensen/MC01/Session3/wav_arrayMic/0115.wav,MC01,HEAT
MC01-Session2-head-0191,2.7354375,/scratch/bchristensen/MC01/Session2/wav_headMic/0191.wav,MC01,THREAD
FC02-Session3-head-0658,3.635,/scratch/bchristensen/FC02/Session3/wav_headMic/0658.wav,FC02,YOU HAVE TO EXPECT A FEW BAD CALLS
MC02-Session1-head-0173,3.145,/scratch/bchristensen/MC02/Session1/wav_headMic/0173.wav,MC02,SWAY
MC01-Session3-head-0275,3.85,/scratch/bchristensen/MC01/Session3/wav_headMic/0275.wav,MC01,THE STORE SERVES MEALS EVERY DAY
MC03-Session2-array-0138,1.5,/scratch/bchristensen/MC03/Session2/wav_arrayMic/0138.wav,MC03,TEMPER
FC02-Session3-head-0882,4.305,/scratch/bchristensen/FC02/Session3/wav_headMic/0882.wav,FC02,BAGPIPES AND BONGOS ARE MUSICAL INSTRUMENTS
MC01-Session1-head-0048,2.5950625,/scratch/bchristensen/MC01/Session1/wav_headMic/0048.wav,MC01,FOR
FC03-Session2-head-0012,1.875,/scratch/bchristensen/FC03/Session2/wav_headMic/0012.wav,FC03,HAND
MC01-Session2-head-0193,2.8361875,/scratch/bchristensen/MC01/Session2/wav_headMic/0193.wav,MC01,I THINK I'M FULL OF THIS STUFF
F03-Session3-head-0005,2.175,/scratch/bchristensen/F03/Session3/wav_headMic/0005.wav,F03,SHOP
MC03-Session2-array-0121,1.5,/scratch/bchristensen/MC03/Session2/wav_arrayMic/0121.wav,MC03,HAIL
F03-Session1-array-0112,2.1,/scratch/bchristensen/F03/Session1/wav_arrayMic/0112.wav,F03,LEFT
MC04-Session2-array-0723,1.35,/scratch/bchristensen/MC04/Session2/wav_arrayMic/0723.wav,MC04,HASH
FC02-Session3-head-0279,2.1,/scratch/bchristensen/FC02/Session3/wav_headMic/0279.wav,FC02,CAKES
MC02-Session1-head-0317,4.39,/scratch/bchristensen/MC02/Session1/wav_headMic/0317.wav,MC02,SWING YOUR ARM AS HIGH AS YOU CAN
F03-Session2-array-0057,1.35,/scratch/bchristensen/F03/Session2/wav_arrayMic/0057.wav,F03,WRITE
FC03-Session2-head-0105,1.88,/scratch/bchristensen/FC03/Session2/wav_headMic/0105.wav,FC03,SELL
M02-Session1-head-0110,2.3289375,/scratch/bchristensen/M02/Session1/wav_headMic/0110.wav,M02,FOR
F04-Session2-head-0084,2.35,/scratch/bchristensen/F04/Session2/wav_headMic/0084.wav,F04,FIVE
FC02-Session3-array-0273,2.7,/scratch/bchristensen/FC02/Session3/wav_arrayMic/0273.wav,FC02,GOOSE
MC04-Session1-head-0399,1.6,/scratch/bchristensen/MC04/Session1/wav_headMic/0399.wav,MC04,DEAD
FC02-Session3-head-0189,1.67,/scratch/bchristensen/FC02/Session3/wav_headMic/0189.wav,FC02,TWO
FC03-Session2-head-0042,2.265,/scratch/bchristensen/FC03/Session2/wav_headMic/0042.wav,FC03,WICKER
M04-Session2-array-0183,4.87,/scratch/bchristensen/M04/Session2/wav_arrayMic/0183.wav,M04,HE WILL ALLOW A RARE LIE
FC02-Session3-head-0094,2.025,/scratch/bchristensen/FC02/Session3/wav_headMic/0094.wav,FC02,LEAK
F03-Session2-array-0032,5.55,/scratch/bchristensen/F03/Session2/wav_arrayMic/0032.wav,F03,TWO OTHER CASES ALSO WERE UNDER ADVISEMENT
F03-Session3-head-0174,2.095,/scratch/bchristensen/F03/Session3/wav_headMic/0174.wav,F03,YOU WANT HIM TO DO WELL
MC04-Session1-head-0598,1.545,/scratch/bchristensen/MC04/Session1/wav_headMic/0598.wav,MC04,SEW
